x,y,z,Yw(m)
56.5,26.5,0,6.5192
56.5,27.5,0,6.5192
56.5,28.5,0,6.5192
56.5,29.5,0,6.5192
56.5,30.5,0,6.5192
56.5,31.5,0,6.5192
56.5,32.5,0,6.5192
56.5,33.5,0,6.5192
56.5,34.5,0,6.5192
56.5,35.5,0,6.5192
56.5,36.5,0,6.5192
56.5,37.5,0,6.5192
56.5,38.5,0,6.5192
56.5,39.5,0,6.5192
56.5,40.5,0,6.5192
56.5,41.5,0,6.5192
56.5,42.5,0,6.5192
56.5,43.5,0,5.52268
56.5,44.5,0,4.52769
56.5,45.5,0,3.53553
56.5,46.5,0,2.54951
56.5,47.5,0,1.58114
56.5,48.5,0,9.82499e-310
57.5,0.5,0,7.37319e-313
57.5,1.5,0,1.58114
57.5,2.5,0,2.54951
57.5,3.5,0,3.53553
57.5,4.5,0,4.52769
57.5,5.5,0,5.52268
57.5,6.5,0,5.52268
57.5,7.5,0,5.52268
57.5,8.5,0,5.52268
57.5,9.5,0,5.52268
57.5,10.5,0,5.52268
57.5,11.5,0,5.52268
57.5,12.5,0,5.52268
57.5,13.5,0,5.52268
57.5,14.5,0,5.52268
57.5,15.5,0,5.52268
57.5,16.5,0,5.52268
57.5,17.5,0,5.52268
57.5,18.5,0,5.52268
57.5,19.5,0,5.52268
57.5,20.5,0,5.52268
57.5,21.5,0,5.52268
57.5,22.5,0,5.52268
57.5,23.5,0,5.52268
57.5,24.5,0,5.52268
57.5,25.5,0,5.52268
57.5,26.5,0,5.52268
57.5,27.5,0,5.52268
57.5,28.5,0,5.52268
57.5,29.5,0,5.52268
57.5,30.5,0,5.52268
57.5,31.5,0,5.52268
57.5,32.5,0,5.52268
57.5,33.5,0,5.52268
57.5,34.5,0,5.52268
57.5,35.5,0,5.52268
57.5,36.5,0,5.52268
57.5,37.5,0,5.52268
57.5,38.5,0,5.52268
57.5,39.5,0,5.52268
57.5,40.5,0,5.52268
57.5,41.5,0,5.52268
57.5,42.5,0,5.52268
57.5,43.5,0,5.52268
57.5,44.5,0,4.52769
57.5,45.5,0,3.53553
57.5,46.5,0,2.54951
57.5,47.5,0,1.58114
57.5,48.5,0,9.82499e-310
58.5,0.5,0,7.37319e-313
58.5,1.5,0,1.58114
58.5,2.5,0,2.54951
58.5,3.5,0,3.53553
58.5,4.5,0,4.52769
58.5,5.5,0,4.52769
58.5,6.5,0,4.52769
58.5,7.5,0,4.52769
58.5,8.5,0,4.52769
58.5,9.5,0,4.52769
58.5,10.5,0,4.52769
58.5,11.5,0,4.52769
58.5,12.5,0,4.52769
58.5,13.5,0,4.52769
58.5,14.5,0,4.52769
58.5,15.5,0,4.52769
58.5,16.5,0,4.52769
58.5,17.5,0,4.52769
58.5,18.5,0,4.52769
58.5,19.5,0,4.52769
58.5,20.5,0,4.52769
58.5,21.5,0,4.52769
58.5,22.5,0,4.52769
58.5,23.5,0,4.52769
58.5,24.5,0,4.52769
58.5,25.5,0,4.52769
58.5,26.5,0,4.52769
58.5,27.5,0,4.52769
58.5,28.5,0,4.52769
58.5,29.5,0,4.52769
58.5,30.5,0,4.52769
58.5,31.5,0,4.52769
58.5,32.5,0,4.52769
58.5,33.5,0,4.52769
58.5,34.5,0,4.52769
58.5,35.5,0,4.52769
58.5,36.5,0,4.52769
58.5,37.5,0,4.52769
58.5,38.5,0,4.52769
58.5,39.5,0,4.52769
58.5,40.5,0,4.52769
58.5,41.5,0,4.52769
58.5,42.5,0,4.52769
58.5,43.5,0,4.52769
58.5,44.5,0,4.52769
58.5,45.5,0,3.53553
58.5,46.5,0,2.54951
58.5,47.5,0,1.58114
58.5,48.5,0,9.82499e-310
59.5,0.5,0,7.37319e-313
59.5,1.5,0,1.58114
59.5,2.5,0,2.54951
59.5,3.5,0,3.53553
59.5,4.5,0,3.53553
59.5,5.5,0,3.53553
59.5,6.5,0,3.53553
59.5,7.5,0,3.53553
59.5,8.5,0,3.53553
59.5,9.5,0,3.53553
59.5,10.5,0,3.53553
59.5,11.5,0,3.53553
59.5,12.5,0,3.53553
59.5,13.5,0,3.53553
59.5,14.5,0,3.53553
59.5,15.5,0,3.53553
59.5,16.5,0,3.53553
59.5,17.5,0,3.53553
59.5,18.5,0,3.53553
59.5,19.5,0,3.53553
59.5,20.5,0,3.53553
59.5,21.5,0,3.53553
59.5,22.5,0,3.53553
59.5,23.5,0,3.53553
59.5,24.5,0,3.53553
59.5,25.5,0,3.53553
59.5,26.5,0,3.53553
59.5,27.5,0,3.53553
59.5,28.5,0,3.53553
59.5,29.5,0,3.53553
59.5,30.5,0,3.53553
59.5,31.5,0,3.53553
59.5,32.5,0,3.53553
59.5,33.5,0,3.53553
59.5,34.5,0,3.53553
59.5,35.5,0,3.53553
59.5,36.5,0,3.53553
59.5,37.5,0,3.53553
59.5,38.5,0,3.53553
59.5,39.5,0,3.53553
59.5,40.5,0,3.53553
59.5,41.5,0,3.53553
59.5,42.5,0,3.53553
59.5,43.5,0,3.53553
59.5,44.5,0,3.53553
59.5,45.5,0,3.53553
59.5,46.5,0,2.54951
59.5,47.5,0,1.58114
59.5,48.5,0,9.82499e-310
60.5,0.5,0,7.37319e-313
60.5,1.5,0,1.58114
60.5,2.5,0,2.54951
60.5,3.5,0,2.54951
60.5,4.5,0,2.54951
60.5,5.5,0,2.54951
60.5,6.5,0,2.54951
60.5,7.5,0,2.54951
60.5,8.5,0,2.54951
60.5,9.5,0,2.54951
60.5,10.5,0,2.54951
60.5,11.5,0,2.54951
60.5,12.5,0,2.54951
60.5,13.5,0,2.54951
60.5,14.5,0,2.54951
60.5,15.5,0,2.54951
60.5,16.5,0,2.54951
60.5,17.5,0,2.54951
60.5,18.5,0,2.54951
60.5,19.5,0,2.54951
60.5,20.5,0,2.54951
60.5,21.5,0,2.54951
60.5,22.5,0,2.54951
60.5,23.5,0,2.54951
60.5,24.5,0,2.54951
60.5,25.5,0,2.54951
60.5,26.5,0,2.54951
60.5,27.5,0,2.54951
60.5,28.5,0,2.54951
60.5,29.5,0,2.54951
60.5,30.5,0,2.54951
60.5,31.5,0,2.54951
60.5,32.5,0,2.54951
60.5,33.5,0,2.54951
60.5,34.5,0,2.54951
60.5,35.5,0,2.54951
60.5,36.5,0,2.54951
60.5,37.5,0,2.54951
60.5,38.5,0,2.54951
60.5,39.5,0,2.54951
60.5,40.5,0,2.54951
60.5,41.5,0,2.54951
60.5,42.5,0,2.54951
60.5,43.5,0,2.54951
60.5,44.5,0,2.54951
60.5,45.5,0,2.54951
60.5,46.5,0,2.54951
60.5,47.5,0,1.58114
60.5,48.5,0,9.82499e-310
61.5,0.5,0,7.37319e-313
61.5,1.5,0,1.58114
61.5,2.5,0,1.58114
61.5,3.5,0,1.58114
61.5,4.5,0,1.58114
61.5,5.5,0,1.58114
61.5,6.5,0,1.58114
61.5,7.5,0,1.58114
61.5,8.5,0,1.58114
61.5,9.5,0,1.58114
61.5,10.5,0,1.58114
61.5,11.5,0,1.58114
61.5,12.5,0,1.58114
61.5,13.5,0,1.58114
61.5,14.5,0,1.58114
61.5,15.5,0,1.58114
61.5,16.5,0,1.58114
61.5,17.5,0,1.58114
61.5,18.5,0,1.58114
61.5,19.5,0,1.58114
61.5,20.5,0,1.58114
61.5,21.5,0,1.58114
61.5,22.5,0,1.58114
61.5,23.5,0,1.58114
61.5,24.5,0,1.58114
61.5,25.5,0,1.58114
61.5,26.5,0,1.58114
61.5,27.5,0,1.58114
61.5,28.5,0,1.58114
61.5,29.5,0,1.58114
61.5,30.5,0,1.58114
61.5,31.5,0,1.58114
61.5,32.5,0,1.58114
61.5,33.5,0,1.58114
61.5,34.5,0,1.58114
61.5,35.5,0,1.58114
61.5,36.5,0,1.58114
61.5,37.5,0,1.58114
61.5,38.5,0,1.58114
61.5,39.5,0,1.58114
61.5,40.5,0,1.58114
61.5,41.5,0,1.58114
61.5,42.5,0,1.58114
61.5,43.5,0,1.58114
61.5,44.5,0,1.58114
61.5,45.5,0,1.58114
61.5,46.5,0,1.58114
61.5,47.5,0,1.58114
61.5,48.5,0,9.82499e-310
62.5,0.5,0,7.37319e-313
62.5,1.5,0,0.707107
62.5,2.5,0,0.707107
62.5,3.5,0,0.707107
62.5,4.5,0,0.707107
62.5,5.5,0,0.707107
62.5,6.5,0,0.707107
62.5,7.5,0,0.707107
62.5,8.5,0,0.707107
62.5,9.5,0,0.707107
62.5,10.5,0,0.707107
62.5,11.5,0,0.707107
62.5,12.5,0,0.707107
62.5,13.5,0,0.707107
62.5,14.5,0,0.707107
62.5,15.5,0,0.707107
62.5,16.5,0,0.707107
62.5,17.5,0,0.707107
62.5,18.5,0,0.707107
62.5,19.5,0,0.707107
62.5,20.5,0,0.707107
62.5,21.5,0,0.707107
62.5,22.5,0,0.707107
62.5,23.5,0,0.707107
62.5,24.5,0,0.707107
62.5,25.5,0,0.707107
62.5,26.5,0,0.707107
62.5,27.5,0,0.707107
62.5,28.5,0,0.707107
62.5,29.5,0,0.707107
62.5,30.5,0,0.707107
62.5,31.5,0,0.707107
62.5,32.5,0,0.707107
62.5,33.5,0,0.707107
62.5,34.5,0,0.707107
62.5,35.5,0,0.707107
62.5,36.5,0,0.707107
62.5,37.5,0,0.707107
62.5,38.5,0,0.707107
62.5,39.5,0,0.707107
62.5,40.5,0,0.707107
62.5,41.5,0,0.707107
62.5,42.5,0,0.707107
62.5,43.5,0,0.707107
62.5,44.5,0,0.707107
62.5,45.5,0,0.707107
62.5,46.5,0,0.707107
62.5,47.5,0,0.707107
62.5,48.5,0,9.82499e-310
